id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,20,1,362,120,163.6,131.4,165.6
2,19,0,490,117,37.3,116.4,122.4
3,18,4,333,156.5,128.5,155.7,180.3
4,20,3,439,113.5,82.4,121.6,136.7
5,18,2,245,257.5,61.4,237,245.3
6,20,0,254,214.5,81.9,225.6,236.6
7,19,1,472,114,71.6,114.1,127.2
8,14,5,157,208,445.2,269.2,381.8
9,20,0,360,168,78.6,152.2,166.8
10,14,4,169,241.5,382.1,272.6,354.9
11,20,0,321,186,59.7,178.6,186.8
12,18,2,157,261,264.9,309.3,381.9
13,19,2,223,216,146.5,232,268.6
14,18,4,237,220.5,101,235.1,253.1
15,4,1,349,179,19.4,170.6,171.8
16,18,2,265,188.5,87.7,211.6,226.2
17,19,0,300,182,107.8,181.3,200
18,20,0,258,187.5,129,210.9,233
19,20,0,172,317,164.5,323.6,348.6
20,18,2,163,381,119,350,368.8
21,20,0,266,191.5,175.6,191.5,225.9
22,17,4,302,203,56.8,191.2,198.8
23,15,2,284,173,135.3,177.1,211.1
24,19,2,227,207,179.9,230.5,264.5
25,20,0,180,253.5,235.3,268.7,333.4
26,19,2,234,210,126,233.5,256
27,19,2,281,194,73.4,201.2,213.2
28,12,7,467,135,37.9,121.2,128.4
29,16,5,294,205.5,67.2,192.9,204.4
30,16,5,294,205.5,67.2,192.9,204.4
31,20,2,140,337,255.6,364.2,427.6
32,18,2,101,401.5,413.4,470.5,593.7
33,20,0,222,261.5,81,256.9,270
34,18,6,189,191,307.5,229.3,317.4
35,20,2,308,170.5,130.8,168.6,194.8
36,20,0,190,216,222.5,264.4,315.6
37,19,0,297,195,75.9,186.1,202.2
38,20,0,319,166,74.7,173.8,188
39,20,0,319,166,74.7,173.8,188
40,20,0,319,166,74.7,173.8,188
41,20,0,301,184.5,84.2,185.9,199.4
42,15,2,161,270,259.9,320.5,373.4
43,18,1,69,891,363.1,778,867.1
44,11,0,314,181,37.2,187.2,190.8
45,17,4,197,246,195.2,274.2,305.1
46,20,0,261,204.5,73.7,218.2,229.6
47,15,8,319,128,215.8,135.5,188.1
48,15,7,182,304,180.7,288.8,330.3
49,20,0,248,222.5,121,217.4,241.7
50,19,0,258,215,102,215.7,232.5
51,18,2,158,264.5,263,321.7,379.5
52,20,0,260,213,91.7,218.6,231
53,20,0,211,269,91.2,271.2,283.8
54,20,0,97,562.5,435.1,482.7,620.6
55,19,0,159,330,207.8,329.2,377.1
56,20,0,216,241,144,255.3,278.2
57,20,0,193,250,193.9,278.2,311.2
58,15,6,209,192,264.7,210.6,286.9
59,20,0,300,174,92.6,183.7,199.8
60,20,0,384,131,93.2,136.7,156.3
61,20,0,321,157,74.2,174.2,186.6
62,19,0,289,168,109.6,182.1,207.6
63,19,0,544,104,34.2,105.2,110.2
64,18,3,344,145.5,92.6,155.2,174.3
65,19,0,461,126,33.5,126.8,130.3
66,17,3,273,180,137.7,197.4,220
67,19,0,360,170,52.2,158.8,166.9
68,18,2,229,232.5,111.3,246.3,262.4
69,19,1,292,172,103.3,184.4,205.4
70,17,2,196,327,78.6,296.1,306.9
71,19,0,277,197,104.4,198,216.8
72,19,0,273,189,93.2,203.2,220.1
73,19,0,501,114,45.2,111.5,119.8
74,20,0,290,194.5,60.2,199.7,207
75,15,5,297,197,81.6,186.2,201.9
76,19,2,244,219,89.6,231.5,245.5
77,19,0,206,204,228.1,238.2,291.9
78,19,0,247,209,125.5,217.3,242.7
79,18,0,375,149.5,68.9,146.5,160.1
80,19,0,492,117,63.9,108.6,121.9
81,19,0,433,118,61.5,125.4,138.4
82,13,9,215,247,169.4,246.7,279.4
83,16,4,84,634.5,390.1,612.9,718.1
84,19,0,327,172,89.3,164.8,183.6
85,14,7,319,181.5,33,185.3,188.1
86,19,0,431,125,34.4,135.2,139.2
87,18,2,269,216,71.7,211.4,222.9
88,19,0,292,186,108.5,176.5,205.3
89,16,3,222,177,356.5,189.4,269.7
90,18,2,270,214,92.8,206.6,222.6
91,19,2,226,195,187.1,223.1,265.2
92,15,3,219,226,167,239.6,274.4
93,18,2,401,142,43.1,143.5,149.6
94,19,1,275,198,90.7,204.8,218.4
95,16,6,199,209,272.7,238.4,301.4
96,11,0,400,158,46.2,142.4,150.2
97,19,0,408,138,41,141.6,147
98,19,0,173,333,104.5,332.2,346.2
99,16,3,326,166.5,70.1,174.1,183.9
100,19,0,354,157,42.5,164.2,169.6
101,19,0,334,179,51.8,172.5,179.5
102,19,0,309,131,161.2,153.3,194.1
103,19,1,304,184,91.9,180.3,197.2
104,17,3,304,186,63.5,189.1,197.1
105,18,2,461,132.5,58.7,114.8,130.2
106,18,1,342,188.5,43.7,168.8,175.2
107,18,1,303,157,163.9,160.3,197.7
108,19,0,254,190,161.4,204.8,236.1
109,19,0,212,214,262.7,229.1,282.6
110,18,5,213,222,173.5,249.3,281.3
111,18,2,510,109.5,47.2,108,117.6
112,19,0,303,181,62.3,189.4,198.3
113,19,0,452,105,54.2,122.4,132.8
114,19,0,348,176,63.9,159.3,172.2
115,18,2,181,244.5,274.8,267.7,332.4
116,19,0,350,167,60.8,161.3,171.5
117,20,0,128,222,642.2,273.7,469.6
118,14,6,90,272.5,814.6,400.7,667.2
119,18,2,307,187,37.9,192,195.5
120,19,2,234,213,161.7,214.3,256.4
121,19,2,186,292,120.9,300.6,322.1
122,18,2,136,301,291.4,379.2,441.8
123,18,3,250,191,150.8,213.6,240.3
124,16,5,202,228,167,264.4,296.7
125,18,1,140,403.5,147.5,405.3,428.8
126,19,0,307,180,91.7,178.3,195.6
127,21,2,203,201,249.5,242.1,295
128,18,2,180,330.5,170.6,293.3,333.3
129,19,2,206,246,168,254.9,291.4
130,20,0,316,177.5,63.9,178.7,190
131,19,1,279,173,127.9,186.1,215.2
132,19,0,248,205,107.4,223.7,242.2
133,20,0,141,252.5,378.5,321.8,425.5
134,17,4,422,130,53.2,130.8,142.3
135,20,0,133,321.5,355.8,370.2,452
136,18,4,92,557.5,379.7,549.2,653.3
137,22,2,283,192,102,190.3,212.1
138,20,0,272,159.5,132.1,188.5,220.4
139,19,2,242,232,90.8,233.1,248.4
140,20,1,202,184.5,363.2,220.8,296.4
141,18,2,270,195.5,87.5,206.1,222.6
142,18,2,344,164.5,53.6,167.9,174.2
143,26,8,304,171.5,129.6,171,197.4
144,20,0,332,164.5,60.7,171.7,180.8
145,19,2,152,337,186.2,366.6,395.7
146,18,1,273,190,103.7,202.3,220.1
147,16,2,346,163,67,161.8,173.3
148,18,2,240,229,133.7,225.1,250.4
149,19,3,295,192,110.9,170.8,203.7
150,20,0,314,165.5,98.5,171.4,191.2
151,16,3,220,204.5,233.8,218.3,272.2
152,17,2,259,161,136.9,197,231.6
153,18,1,276,210,100.5,199.1,217.4
154,20,0,213,235,175.4,246.8,281.2
155,17,6,189,231,173.7,281.1,317.5
156,20,0,236,220.5,120.9,234.8,254.1
157,20,0,140,326,315.6,349.9,427.6
158,20,0,132,302.5,383.4,360,453.4
159,18,2,140,333.5,294.4,366.2,429.6
160,20,0,317,168.5,70.7,176.8,189.6
161,17,4,159,217,438.6,264.4,377.1
162,19,0,300,160,134.2,173.4,200.1
163,17,1,252,228,89.6,224.6,238.5
164,18,2,406,146,65.3,133.9,147.7
165,17,3,146,294,300.2,348.7,411.6
166,19,0,251,167,199.3,195.8,239.3
167,19,2,231,235,115.4,236.3,259.7
168,19,1,356,167,42.6,163.2,168.5
169,19,0,371,162,46.6,154.6,161.6
170,16,4,411,139,36.9,141.2,145.8
171,19,0,205,276,85.6,282.1,292.8
172,15,4,296,198,53.9,196.4,202.8
173,18,0,323,149.5,126.9,162.6,185.9
174,19,0,328,170,82.6,168.9,183.1
175,17,1,439,123,50.3,127,136.8
176,19,0,353,152,52.2,160.7,169.8
177,19,0,242,197,179.5,214.1,247.8
178,19,0,276,194,74,206,217.3
179,19,0,331,183,43.5,176.3,181.3
180,19,0,422,118,76.7,125,142.1
181,19,0,405,150,43.5,141.8,148.2
182,18,1,231,238.5,82.2,249,260.3
183,18,2,210,219.5,279.4,228.7,285.2
184,17,1,159,283,217.6,327.3,377.1
185,19,0,345,166,68.6,159.6,174.1
186,18,0,368,177,60.4,148.9,162.8
187,18,1,322,183.5,61.1,176.3,186.2
188,19,0,376,181,54.9,149.8,159.6
189,19,0,361,155,72.9,150.1,166.4
190,20,3,208,189.5,415.2,213.5,288.3
191,17,2,191,303,113.1,295.2,313.5
192,19,0,265,204,90.9,213.1,226.4
193,19,0,368,164,51.4,154.7,163.3
194,19,0,301,172,131.7,169.8,199.4
195,19,2,370,153,47.9,155.4,162.4
196,19,0,359,152,64.4,154.1,166.9
197,19,1,409,112,121.7,120.9,146.6
198,19,0,275,214,35.4,215.7,218.6
199,18,2,276,194,101.5,199.7,217.1
200,19,0,357,152,50.3,160.1,168.2
201,17,2,209,193,185.1,249.1,287.8
202,19,0,173,260,276.6,285.3,346.6
203,19,0,333,175,50.3,172.6,179.9
204,19,0,198,208,157.5,271.3,303.5
205,19,0,362,170,34.2,162.5,165.9
206,19,0,256,203,92.4,216.4,234.4
207,10,0,328,168,61.6,173.4,182.9
208,19,0,369,146,62,153.4,162.6
209,19,0,399,151,53.6,139.8,150.4
210,16,1,284,130.5,288.2,151.6,211.4
211,20,0,440,126.5,74.6,124.9,136.4
212,19,0,537,112,49.2,102.2,111.7
213,17,2,547,106,39.4,101.7,109.8
214,20,1,286,191,91.5,195.9,209.6
215,19,0,466,112,62.8,116.7,128.8
216,19,0,309,144,167.2,155.5,194.1
217,19,0,504,111,46,109,119
218,20,2,342,168,51.5,168.1,175.5
219,18,0,656,85.5,38.7,84,91.4
220,19,0,468,96,141.4,98.4,128.3
221,17,1,543,113,20.4,108.6,110.5
222,19,0,459,142,40.4,122.8,130.8
223,19,0,364,143,88.6,144.6,164.7
224,19,0,469,126,41,120.6,128
225,19,0,433,134,40.5,131.9,138.6
226,19,1,465,133,38.5,123,129.1
227,18,2,514,95.5,51.5,107.9,116.8
228,19,0,324,184,57.9,176.5,185.4
229,19,0,358,164,44.4,161.1,167.5
230,19,3,315,125,157.5,150.3,190.4
231,19,0,293,185,76.4,194.2,204.9
232,18,0,686,84,32.1,82.3,87.5
233,19,0,424,136,43,133,141.5
234,19,0,335,190,76.3,161.5,178.8
235,18,3,507,107.5,36,113.1,118.3
236,19,0,467,125,35.3,123.4,128.5
237,19,0,583,104,47.1,92.4,103
238,19,0,566,106,38.3,98.5,106
239,18,3,245,184,215.5,196.1,244.5
240,19,0,447,134,41,127,134.3
241,17,0,264,200,76.7,214.3,227.4
