id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,23,6,470,123,39.5,121.3,127.7
2,19,0,474,125,41.6,118.2,126.6
3,21,0,462,110,97.6,112.3,130
4,21,2,491,114,46.7,112.9,122.1
5,21,0,223,247,127.5,245.7,268.9
6,19,0,280,212,59.5,206.3,214.5
7,19,0,475,122,73.9,111.2,126.3
8,18,1,161,274.5,260.1,300.3,372.9
9,20,3,387,141,61.7,143.1,155.2
10,21,0,196,267,152.2,280,306
11,19,2,280,171,119.7,192.6,214.4
12,21,0,158,306,252.4,320.6,379.3
13,19,3,206,244,143.5,260.8,291.2
14,19,4,214,226,148.6,249.5,280.7
15,3,13,337,174,54,169.6,178
16,21,0,247,189,150.3,210.1,243.4
17,19,3,277,185,126.9,185.3,216.4
18,21,0,288,185,79.4,195,208
19,3,11,221,212,99.4,254.9,271
20,20,2,130,334.5,375.3,391.1,462.7
21,18,3,173,203,354.2,249.6,346.3
22,18,3,240,179,269.7,196.6,250
23,20,2,302,161,111.6,175.9,199
24,20,2,232,219.5,120.6,236.9,259
25,21,0,249,235,58.4,233.6,241
26,21,0,204,259,147.5,265.8,294.2
27,0,1,,0,0,,
28,21,0,548,95,46.7,100.6,109.5
29,21,0,537,104,33.8,106.8,111.7
30,21,0,537,104,33.8,106.8,111.7
31,18,2,174,297,160.5,316.5,344.1
32,21,1,95,338,477.3,486.5,629.2
33,21,0,250,227,93.3,223.9,239.7
34,20,0,271,211.5,95.9,205.7,221.4
35,3,11,455,118,32.6,128.3,132
36,21,0,278,197,105.2,199.1,215.6
37,18,3,277,193.5,111.1,196.4,216.8
38,21,0,313,194,54.8,183.1,192
39,21,0,313,194,54.8,183.1,192
40,21,0,313,194,54.8,183.1,192
41,17,5,276,151,270.2,163.4,217.4
42,15,4,145,394,224.8,363.2,414.6
43,20,2,168,341,154,323.7,356.2
44,21,0,287,208,40.5,205.2,209.2
45,21,0,243,232,77.2,236.5,247.2
46,21,0,257,206,89.6,218.8,233.2
47,21,1,324,149,128.8,156.2,185
48,21,0,161,287,293.2,313.5,372.2
49,21,0,264,222,92.9,212.3,227.7
50,21,0,236,231,103.2,235.3,254.5
51,21,0,211,255,130.4,266.2,283.9
52,20,2,265,215,105.2,207,226.2
53,21,0,168,253,416.5,284.4,357.5
54,21,0,118,318,519,391.2,510.6
55,21,0,132,342,516.3,338.5,453.9
56,20,2,287,183.5,80.2,198.8,209.3
57,21,0,203,266,97.4,281.7,295.2
58,20,1,252,254.5,67,227.5,237.8
59,21,0,355,161,56.2,159.2,168.8
60,20,0,565,96,38.8,99.1,106.2
61,20,3,300,160,204.7,162.6,200.3
62,22,0,377,156,66.4,144.5,159
63,18,0,487,134,45.8,114.5,123.3
64,18,0,166,177.5,691.3,198.5,362.1
65,18,0,243,138.5,285.6,167.2,246.9
66,16,2,350,167,52.4,165.5,171.6
67,18,0,315,190,74.3,173.9,190.3
68,18,0,250,224,101.3,219,239.7
69,18,0,291,151.5,177.1,173.2,205.8
70,17,0,155,305,253.7,336.2,385.9
71,18,0,260,217,79.9,217.7,230.9
72,18,0,180,215.5,280.4,270.2,333.8
73,18,1,353,137,117,145.6,169.8
74,17,3,298,184,61.8,193.4,201.4
75,12,0,311,196,53.5,184.9,192.7
76,19,2,237,248,89.7,236.2,253.3
77,18,0,342,165,60.7,167.4,175.3
78,18,0,263,190.5,171.6,195.5,228
79,18,0,295,203,91.1,184.2,203.6
80,18,0,510,118.5,43.1,109.1,117.7
81,18,0,481,126,52,111.5,124.6
82,18,0,238,226,94.9,234.4,251.9
83,17,0,109,513,224.2,512.7,552
84,18,0,311,160.5,141.6,168.4,193.1
85,20,0,311,169.5,109,174.9,192.7
86,19,1,354,148,71.2,157.3,169.7
87,1,2,347,173,0,173,173
88,6,10,379,151,72.9,140.3,158.5
89,18,0,289,189,72,196.4,207.7
90,16,2,316,181.5,55.7,182.8,189.7
91,16,1,322,178,53,179,186.2
92,13,3,304,178,53.2,190.4,197.5
93,18,0,357,148.5,91.1,148.9,168
94,18,0,279,182,107,199.6,215.3
95,18,2,185,232.5,294,247.1,325.2
96,17,2,394,166,45.2,145.3,152.5
97,6,9,447,124.5,38.6,129.7,134.3
98,18,0,180,298.5,115.2,316.8,332.6
99,17,3,276,164,172.3,187.6,217
100,34,1,208,220.5,193.8,241.5,288.8
101,18,0,338,172,37.5,173.8,177.5
102,17,1,243,163,222.7,192.5,247.2
103,18,0,357,155,66.9,157.8,168.2
104,4,2,185,361,142,284.4,324.8
105,18,1,343,122.5,138.5,146.6,174.8
106,18,1,326,135.5,115.5,156.2,184.3
107,17,2,268,182,148.8,188.6,224.2
108,18,0,284,199,92,196.2,211.3
109,18,2,227,258.5,134.5,228.2,263.9
110,18,0,124,254.5,402.1,368.8,483.9
111,18,1,382,125,86.7,137.4,157
112,18,1,269,174,138.1,198.2,222.8
113,18,0,471,112,64.5,112.1,127.3
114,18,0,303,173,115.5,171.2,198.3
115,21,0,210,182,428.9,208,286
116,19,0,290,202,79.1,191.5,206.8
117,22,0,254,185.5,168.7,201.5,236.1
118,20,0,145,253,340.9,322.2,414.8
119,19,2,271,210,74.8,211.9,221.6
120,21,1,229,237,164.9,215.7,262
121,21,0,208,284,71.1,280.6,288.1
122,17,4,193,260,144.9,277,310.4
123,20,4,281,188.5,124.5,192.2,213.2
124,21,1,183,264,161.6,297.8,327.2
125,18,2,105,489,284.9,505.7,570.2
126,21,1,304,171,87.9,178.8,197
127,21,0,207,254,126.8,267.4,289.6
128,21,0,144,311,309.8,333.6,416.2
129,18,3,200,261.5,145.3,266.8,300.1
130,21,0,248,199,270.6,184.8,241.8
131,21,0,395,143,44.8,145.3,152
132,21,1,202,267,162.5,260.7,296.9
133,19,3,172,244,397.7,269.8,348.6
134,21,0,358,179,64.2,155.6,167.6
135,20,4,171,293.5,233.8,299.1,350
136,17,4,94,530,339.8,563.6,635.2
137,20,3,307,199,69.1,183.2,195.6
138,21,0,233,153,188.2,201.1,257
139,13,0,297,191,67.7,191.9,201.8
140,20,3,289,183,83,192.7,207.4
141,21,0,138,251,422,318.4,435.7
142,11,10,272,173,128.3,194.1,220.5
143,21,0,288,206,124.5,178.2,208.1
144,21,0,283,210,58.5,204.1,211.9
145,21,0,145,393,152.3,389.9,413.5
146,21,0,207,236,181.4,252.3,290.2
147,21,0,291,182,73.4,194.6,206.1
148,21,0,325,177,51.6,177.5,184.7
149,21,0,348,117,138.1,144.6,172.6
150,20,0,312,186.5,57.4,182.6,192.2
151,19,3,310,199,80.8,173,193.4
152,20,3,234,206.5,175.4,212.4,255.9
153,19,1,208,222,205.2,244,289.1
154,21,0,256,210,121.6,214.3,234.7
155,19,1,135,236,589.9,307,443.7
156,19,2,264,161,139.4,196.6,227.2
157,21,0,153,286,340.1,297,392.7
158,21,0,105,345,479.9,436.6,569.3
159,22,3,100,399.5,468.7,475.9,602.5
160,21,0,474,118,47,118.6,126.5
161,41,2,169,291,221.5,306.6,354
162,20,2,257,191,212.7,175.2,233.6
163,18,0,260,229,47,225.8,230.5
164,18,0,340,136,147,144.9,176.7
165,17,3,127,354,368.6,381,472.8
166,18,0,191,182,521.9,204.3,313.4
167,18,0,169,206.5,441.2,244.9,354.4
168,4,10,505,117,20.9,116.9,118.8
169,18,0,321,186.5,86.7,167.2,187.2
170,18,0,331,161.5,66.4,169.6,181.3
171,17,2,146,260,428.5,308.9,411.7
172,17,3,160,211,520.6,254.6,374.6
173,18,0,343,148.5,98.1,159.5,175
174,18,0,328,169.5,67.8,172.2,183.1
175,18,0,351,148,127.1,148,170.9
176,18,0,277,182,112.1,194.6,216.9
177,16,2,218,194.5,241.7,211.9,274.8
178,18,0,270,200.5,115,205.3,222.6
179,17,2,325,181,59.1,175.5,184.6
180,18,0,449,128.5,51.8,122.2,133.5
181,18,0,241,212.5,121.9,226.3,248.9
182,17,1,284,201,59.6,202.9,211.3
183,17,3,168,265,260.1,304.4,357.2
184,14,3,185,241,224.1,272.4,323.5
185,18,0,408,129,55.3,136.9,147
186,18,1,353,178,49.9,161.1,169.8
187,18,0,280,193.5,112.4,190.1,214.2
188,18,0,255,205.5,143,208.6,235.6
189,15,2,201,190,393.6,203.3,298.2
190,17,2,138,209,881.3,248.6,435.9
191,18,1,159,261.5,341.8,312.3,377.9
192,6,8,314,196,30.6,188.6,191.3
193,16,2,286,204.5,76,199.6,209.6
194,18,0,340,172,57,168.2,176.7
195,16,3,357,178,33.8,164.4,168.2
196,18,0,318,198,77.2,175.2,188.6
