id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,19,0,520,106,31.7,111.1,115.4
2,18,0,466,131,33.6,124,128.8
3,19,7,397,110,116.7,127,151.2
4,21,0,525,106,43.4,107.4,114.2
5,21,0,200,234,184.5,258,299.8
6,20,0,212,202.5,175.7,243.8,283.4
7,19,0,506,116,36.6,112.9,118.6
8,17,4,216,284,84.1,264.7,278.4
9,18,4,390,151,51.7,144.5,153.8
10,21,0,234,249,72.9,246.7,256.9
11,18,2,250,194,172.4,207.9,240.2
12,20,4,194,278.5,121.2,288.9,310
13,21,0,252,217,97.4,223.1,238.4
14,21,0,226,199,121.7,239.1,265.4
15,2,11,229,261.5,41.5,258.2,261.5
16,21,0,286,186,142.2,187.5,209.8
17,18,5,288,192.5,101.4,185,208.6
18,21,0,255,211,99.4,220.5,235.7
19,3,11,229,225,81.5,250.4,262
20,21,0,151,323,256.4,353.2,397.5
21,19,4,289,202,105.1,184.1,207.8
22,19,1,262,189,145.7,194.5,229
23,21,0,344,165,51.5,166.7,174.4
24,21,0,255,221,89.3,219.1,235.6
25,21,0,232,231,95.5,242.3,258.5
26,21,0,200,232,214.6,254.4,300
27,21,1,324,186,40.8,180.3,185.3
28,21,0,558,109,32.9,102.2,107.6
29,21,0,452,118,82.4,117.4,132.8
30,21,0,452,118,82.4,117.4,132.8
31,20,2,109,301.5,999.5,344.4,552.1
32,20,3,133,328,298.8,380.2,450.4
33,21,0,209,220,215.3,250.2,286.5
34,20,0,341,165.5,71,164.9,175.8
35,2,12,77,775.5,679.5,373.7,775.5
36,20,1,226,233,198.5,231,265.5
37,18,4,257,201,98.6,212.2,233.1
38,19,2,329,199,54.5,172.2,182.1
39,19,2,329,199,54.5,172.2,182.1
40,19,2,329,199,54.5,172.2,182.1
41,21,0,314,205,55.8,182.3,191.2
42,18,1,173,303,153.2,322.9,347.6
43,21,0,132,363,258.6,399.7,455
44,20,1,234,221.5,153.3,229.3,256.8
45,21,1,257,207,77.7,223.2,233.7
46,21,0,306,188,60,187.5,196
47,20,0,321,123,224,139.6,186.8
48,21,1,217,248,106.7,258.5,276.7
49,21,0,258,217,84,218.7,232.5
50,20,2,262,221,67.5,219.1,228.6
51,21,0,266,220,41.3,221,225.1
52,21,0,263,199,153.5,196.3,228.2
53,21,0,161,269,417.4,299.2,372.1
54,21,0,195,274,116.7,289.8,308
55,21,0,150,260,424.2,294.8,400.8
56,21,2,277,204,87,204.2,216.5
57,16,5,217,261.5,88.2,264,276.7
58,19,1,227,223,126.2,237.7,264.1
59,21,0,343,163,63.9,165,175
60,20,0,491,106.5,47.7,113.9,122.2
61,18,2,402,144.5,44.5,143.2,149.3
62,22,0,350,152,64.5,161,171.2
63,18,0,436,127,84.3,118.8,137.5
64,14,2,216,185.5,233.1,213.3,277.6
65,18,0,387,121,93,135.6,155.1
66,17,0,307,170,80.3,183.8,195.5
67,17,2,311,164,99.6,174.8,193.1
68,16,1,276,206.5,129.1,184,217.2
69,17,3,241,164,346.6,176,249.4
70,18,0,191,257,136.2,290.9,313.4
71,17,2,280,176,92.2,199.6,214.5
72,17,2,185,220,421.5,237.2,324.6
73,17,1,348,128,122.2,148,172.5
74,17,4,257,192,155.5,209.9,233.4
75,18,0,247,193,183.5,202.7,242.6
76,18,2,265,193,106.5,205.6,226.6
77,18,0,336,160,79.8,167.1,178.6
78,18,0,307,189.5,56.3,188.7,195.3
79,18,0,300,182.5,147.5,172.3,199.8
80,18,0,503,124,41.5,111.4,119.3
81,18,0,450,125,61.1,119,133.4
82,18,1,252,255.5,100.6,211.5,238.3
83,17,0,99,469,479.2,493.6,608.5
84,17,0,389,134,65.3,145.5,154.2
85,21,0,305,187,85.9,183.3,196.8
86,18,0,390,143,49.4,146.2,153.8
87,1,4,303,198,0,198,198
88,6,8,456,128.5,55.2,119.4,131.5
89,18,0,317,171.5,54.5,182.2,189
90,18,0,271,195,87.9,205.9,221.7
91,18,0,274,189.5,107.9,204.1,219.1
92,14,2,296,204.5,44.3,197.7,202.6
