id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,13,10,351,140,75,158.3,171.2
2,13,2,392,113,78.8,134.2,153.2
3,15,1,221,216,155.1,231.1,271.1
4,13,5,331,132,95.8,160.5,181.2
5,15,0,160,257,202.1,334.3,374.6
6,15,2,216,204,146.6,246.1,278
7,16,0,307,128,190.7,155.5,195.2
8,10,4,76,563.5,660.7,585.2,793
9,13,1,345,168,76.7,160.2,174.1
10,15,0,158,299,185,344.1,379.1
11,14,1,191,263.5,175.2,279.8,314.4
12,15,1,134,357,231.5,385.4,447.7
13,15,0,99,279,1043.6,344.8,604.7
14,13,1,234,245,87.2,241.7,256.7
15,13,12,217,236,180.2,231.8,277.1
16,15,0,231,229,107.3,237.3,260
17,28,6,160,232.5,293,298.1,375.8
18,15,0,229,229,109.4,240,261.7
19,15,0,110,389,416.7,417.2,545.5
20,11,4,140,316,222.3,381.8,428.2
21,14,1,214,202,184,225.4,279.8
22,13,1,132,215,626.1,252.7,455
23,14,2,230,225.5,194.2,222.6,260.5
24,13,1,194,237,181.5,266.2,309.5
25,15,0,144,334,275.9,336.9,415.9
26,13,1,251,239,54.1,232.3,239.1
27,15,0,162,222,289.8,282.4,369.7
28,15,0,284,186,92.4,193.7,211.2
29,7,2,193,231,203.5,256.5,311
30,7,2,193,231,203.5,256.5,311
31,15,0,104,325,599,423.1,577.9
32,12,3,103,416.5,509,441.5,584.4
33,15,0,234,244,84.9,243.3,256.7
34,13,2,178,251,255.4,270.9,336.2
35,13,1,234,260,121.8,224.9,256.4
36,15,0,227,206,149.3,231.7,264.1
37,9,6,256,199,113.3,210.4,234.7
38,15,0,233,228,204.4,217.7,258
39,15,0,233,228,204.4,217.7,258
40,15,0,233,228,204.4,217.7,258
41,15,0,231,230,124.3,234.9,260.3
42,11,3,71,524,773.6,596.7,840.9
43,14,2,61,689.5,859.5,685.6,983.9
44,15,2,250,219,134.5,215.4,240.4
45,14,2,160,297.5,236.1,324.8,374.2
46,11,2,177,331,99.4,326.2,339.8
47,14,2,217,207,248.2,206.3,275.9
48,10,4,212,212.5,138.6,251.5,283
49,13,3,155,252,290.5,292.8,387.4
50,13,1,222,232,149.6,240.3,270.8
51,14,2,180,233,243.8,280.3,333.9
52,15,0,195,224,226.6,261.2,307.9
53,15,1,212,286,63,275.4,282.8
54,14,1,107,446,353.5,455.5,562.4
55,15,1,141,259,307.1,339.2,424.3
56,15,0,191,267,142.8,289.4,313.5
57,15,0,247,255,53.3,236.5,242.9
58,12,4,176,222.5,371.8,247.1,341.6
59,14,1,167,253,329.8,271.7,358.8
60,13,3,284,168,103.7,189.1,211.2
61,15,0,238,196,217.4,206.1,251.9
62,12,10,206,248,208.9,238.5,290.7
63,15,0,359,140,87.6,144.9,167.2
64,13,3,340,185,52.6,167.2,176.5
65,15,0,278,174,158.7,175.7,216
66,16,3,225,205,148.9,236.5,267.1
67,14,2,267,214,89.4,207.5,224.8
68,10,0,248,228,75.9,227,241.9
69,15,0,245,195,136.4,215.5,244.6
70,15,0,157,349,174.6,346.2,382
71,15,0,222,249,126.3,244.4,269.8
72,13,3,284,194,44.5,206.9,211.3
73,15,0,373,130,66.3,148.7,161
74,15,0,192,239,171.3,277.8,312.7
75,14,0,213,213,207.1,240.1,281.6
76,15,0,221,227,93.4,256.2,271.5
77,15,0,289,207,65.7,198.7,207.7
78,14,2,264,196.5,88.9,211.9,226.9
79,15,0,321,177,78.2,173.8,187
80,15,0,391,126,73.9,135.1,153.3
81,14,0,370,146.5,74.5,145,162.1
82,15,0,191,259,177.4,275,314.9
83,15,0,94,450,414,512.8,635.9
84,15,0,311,171,125,162.7,193.1
85,15,0,316,188,48.1,183.4,190
86,15,0,298,156,125,176.9,201.3
87,15,0,191,222,223,261.4,313.4
88,15,0,308,176,100.6,175.3,195
89,15,0,264,202,104.7,209.6,226.9
90,15,0,300,181,91.8,185.3,200.1
91,14,2,317,177,55.5,180.5,189.5
92,15,0,213,244,110.1,261.8,281.5
93,15,0,287,167,156,173.1,209.3
94,15,1,245,191,147.2,220,245.1
95,13,3,141,266,378.8,315.4,425.5
96,15,0,302,178,87.1,184.5,199
97,15,1,234,187,154.6,221.8,256.2
98,14,2,126,454.5,161.9,447.9,476.9
99,15,0,291,186,82.4,194.6,206.4
100,15,0,275,191,98.1,201.2,218
101,14,2,227,213,145,238.2,264.6
102,14,2,284,196.5,80.2,196.5,211.1
103,15,0,341,158,71.3,163.2,175.9
104,12,4,225,212,139.1,240.6,267.1
105,13,2,283,165,129.9,176.8,211.8
106,14,1,292,176.5,116.9,177.7,205.7
107,15,1,229,203,140.1,233.7,262.2
108,15,0,280,200,81.8,202.2,214.7
109,15,0,186,252,267.5,251.7,322.6
110,12,5,152,264,259.2,332,395.4
111,15,0,397,135,83.5,134.1,151.1
112,15,0,282,180,83.6,195.5,213.1
113,15,0,352,159,101.7,147.2,170.7
114,15,0,289,192,92.1,193.4,207.5
115,15,0,205,248,206.2,247.6,292.9
116,16,1,211,256.5,167.7,237.7,285
117,13,1,260,191,152,199.1,230.8
118,12,4,163,356.5,186.7,318.6,367.8
119,13,1,208,196,221.8,240.3,288.4
120,15,4,183,214,290.1,244.1,327.1
121,15,0,162,295,226.6,325.3,369.9
122,15,0,91,516,362.3,565.9,662.4
123,16,0,161,206.5,413.4,264.6,372.6
124,15,0,154,296,244.8,335.1,390.3
125,13,1,88,492,546.9,545.6,682.3
126,12,3,230,200.5,167.2,214.2,261
127,15,0,125,234,687.7,312.7,481.7
128,15,0,179,291,189.2,292,335.1
129,13,4,226,259,98.6,245.1,265.6
130,14,3,244,220,145.6,205.4,246
131,15,3,167,221,290.9,277.2,360.3
132,17,3,162,246,305.4,289,369.6
133,14,2,135,323.5,306.6,356.8,443.4
134,14,2,241,176.5,200.2,197.2,249
135,13,1,128,352,299.7,390.8,469.2
136,15,0,85,674,376.3,614.6,703.6
137,13,3,162,225,356.6,244.3,370.8
138,12,3,209,250.5,166.6,240.1,286.8
139,15,0,137,235,476.7,317.1,437.4
140,11,4,141,295,256,362.4,424.3
141,13,4,184,239,179.5,286.2,325.2
142,13,1,258,191,95.6,218.3,232.9
143,15,0,273,197,133.9,180.4,219.7
144,15,0,252,222,90.2,222.3,238.3
145,12,4,156,391.5,95.6,373.2,385.1
146,13,1,223,206,188.3,230.7,268.7
147,13,2,166,208,351.8,261.8,361.7
148,15,0,247,226,74.4,229.8,242.9
149,14,2,248,193.5,158.5,187.8,242.2
150,15,0,262,215,124.5,199.4,229.1
151,15,1,255,188,163.4,192.9,235.7
152,15,0,209,210,151,253.5,287.1
153,14,0,209,240,147.7,258.7,286.6
154,15,0,215,264,98.4,261.6,279.1
155,14,4,144,261.5,381.4,302.3,416.8
156,14,2,139,219.5,490.9,286,431.4
157,14,2,142,244.5,412.8,288,421.5
158,15,0,111,326,520.3,402.8,540.7
159,6,11,50,338.5,1716.7,573.2,1195.8
160,15,1,297,142,196.8,161.3,202.3
161,14,2,222,217.5,144.7,241.5,269.9
162,13,3,233,220,132.3,230.3,257.7
163,15,0,155,252,313.6,316.5,386.6
164,15,0,368,165,71.2,145.9,162.9
165,11,0,170,244,296.4,284.6,353.9
166,11,5,265,179,153.8,199.2,226.3
167,15,1,172,226,225.8,289.2,348.6
168,15,0,226,189,190.7,222.3,265.5
169,15,0,253,242,100.8,213.2,237.5
170,14,2,299,173.5,116.3,179.6,200.9
171,14,1,136,291.5,483.6,334.7,441.9
172,12,3,204,267,144.2,256.4,294.8
173,12,3,272,209,74.3,211.7,220.8
174,12,3,297,164,106.9,177.2,201.9
175,13,3,317,168,78,176.5,189.1
176,15,0,217,248,152.9,243.5,275.9
177,15,0,266,227,79.6,212.2,225.9
178,15,0,264,206,74.4,217.1,227.4
179,15,0,260,192,76.7,220.4,230.9
180,14,0,315,154,146.8,157.6,190.4
181,15,0,330,174,35,178.4,181.8
182,15,0,180,224,269.6,272.2,333
183,15,0,132,260,430.7,351.8,456
184,15,0,147,337,188.6,369.6,408.1
185,14,2,347,161.5,67.2,161.8,173.1
186,15,0,286,186,115.7,190,209.8
187,15,0,227,207,123.1,243.1,264.7
188,15,0,315,170,114,172.2,190.3
189,15,0,363,158,43.1,159.7,165.1
190,15,0,115,244,811,305.9,522.2
191,15,0,146,272,388.7,329.5,410.9
192,15,0,255,228,63,226.7,235.1
193,13,1,237,244,84.3,239.1,252.7
194,12,2,256,210.5,92.7,220.3,234.2
195,15,0,264,203,76.4,215.9,227
196,15,0,247,228,95.6,224.7,242.7
197,11,4,477,129,41.6,118.2,125.8
198,15,0,221,254,73,262.4,271.1
199,15,0,270,209,69.9,212.9,222.6
200,15,0,269,191,97.6,206.8,223.2
201,14,3,232,216,93.4,243,259.1
202,15,0,195,199,292.4,242.9,307.5
203,15,0,217,221,167.6,245.4,276.3
204,15,0,166,279,219.5,323.7,362.1
205,15,0,242,184,167.2,213.6,247.6
206,15,0,220,252,81.7,262.6,272.7
207,14,0,225,269.5,158.4,234,266.2
208,15,2,271,190,94.5,205.7,221.4
209,14,2,335,180.5,42,174.6,179.1
210,12,4,363,161.5,71.1,154.1,165.3
211,15,2,293,184,115.4,177.4,204.9
212,16,0,326,127.5,168.3,145.6,184.3
213,16,0,275,141.5,145.4,181.5,217.9
214,14,6,272,220,74.2,209.5,220.5
215,16,0,365,167.5,98.3,130.8,164.5
216,11,4,211,184,210.5,215.8,284.1
217,16,0,231,159,214.4,198.2,260
218,15,0,231,253,108.8,241.3,259.6
219,15,5,356,105,163.9,126.9,168.3
220,8,11,461,91,109.2,101.8,130.1
221,15,1,330,128,108.4,155.7,181.9
222,15,3,315,157,145.6,159.4,190.3
223,12,5,223,199.5,197.2,219.1,268.7
224,16,0,407,134,57.3,138.2,147.3
225,16,0,334,172.5,78,167.9,179.9
226,12,8,467,127.5,43.8,120.8,128.6
227,15,3,373,104,156.8,120.9,160.9
228,15,0,233,218,147.1,232.1,257.5
229,15,3,202,214,176.3,245.8,297.6
230,16,0,334,152,106.8,151.1,179.4
231,15,0,248,160,174.4,204.1,241.5
232,16,0,440,124,56.2,126.5,136.5
233,15,0,268,168,154.7,189,224.1
234,15,2,309,167,89.2,176.5,194.4
235,15,1,288,167,141.3,167.8,208
236,16,0,308,183,70.1,183.2,195.1
237,15,0,449,121,44.5,125.8,133.6
238,15,0,363,149,83.4,140.6,165.1
239,14,4,156,380,230.5,328.4,385.1
240,16,0,320,144.5,135.3,153.9,187.6
241,13,5,292,191,99.6,180,205.8
242,3,0,395,169,47.7,143.3,152
243,16,1,363,133.5,112,145.8,165.1
244,15,2,318,141,115.3,163.4,188.7
245,16,0,378,158,65.5,144.7,158.6
246,13,4,252,216,85.8,225,238
247,15,0,267,184,172.6,187.4,225.1
248,14,1,264,180.5,124.5,200.1,227.4
249,13,5,264,182,163.2,190.9,226.8
250,16,0,336,155.5,82,164.9,178.5
251,14,0,343,182,73.6,157.8,174.9
252,15,0,263,190,155,195.8,228.5
253,14,3,88,500,592.1,496.1,680
254,14,7,491,114,46.4,113.4,122.1
255,15,1,209,264,152.4,260.3,287.3
256,13,3,230,224,190.4,220,261
257,15,0,208,248,130.9,262.9,288
258,20,3,466,115,40.1,123.7,128.8
259,15,0,407,117,67.7,132.3,147.3
260,15,1,172,203,462,230.2,348.4
261,11,4,252,164,200.9,180.3,237.6
262,15,0,356,145,103.7,145,168.5
263,15,0,403,133,60.3,137.1,148.8
264,15,0,340,176,63.1,164,176.6
265,14,0,365,149.5,62.9,152.6,164.4
266,13,2,181,264,260.7,249.1,331.1
267,15,0,387,150,68.2,138,154.9
268,15,0,328,165,58.2,173,182.9
269,17,1,313,176,65,182.4,191.7
270,15,0,391,151,81.8,132.8,153.3
271,15,0,368,155,92.7,137.4,163.2
272,15,0,227,192,144.3,230.7,264.1
273,15,0,276,152,154.7,180.3,217.2
274,15,0,165,304,329.1,256.8,362.7
275,13,3,197,251,179.1,267.5,303.8
276,15,2,202,248,199.3,246.4,296.7
277,15,2,482,113,57.3,112.4,124.4
278,13,5,226,224,160.2,228.5,265.8
279,13,2,280,223,73.1,201.8,214.5
280,15,1,280,165,119.1,187.7,214.6
281,15,0,355,144,105.5,148.4,168.9
282,15,0,423,123,61.6,128.8,142
283,13,3,255,205,114.5,212.9,235
284,14,1,417,121,66.6,129.9,144
285,15,0,371,153,69.9,148.3,161.8
286,15,0,436,121,75.8,117.5,137.7
287,15,0,251,219,152.1,203.6,238.7
288,15,2,167,283,256.3,292.8,358.3
289,15,1,233,241,107.1,240.9,257.5
290,13,1,284,195,137.5,184.9,211.2
