id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,16,0,333,141.5,167.7,147,180.4
2,16,0,467,121,47.3,120.3,128.6
3,16,0,228,208,144.8,231.7,263.5
4,15,0,306,173,121.8,167.2,196.1
5,15,1,124,491,277.8,395.7,482.4
6,16,0,207,229,155.6,258.4,289.7
7,17,1,284,140,229.3,149.5,211.4
8,13,2,133,266,392.1,324.5,449.8
9,13,1,304,165,129.5,160.7,197.3
10,15,0,177,291,161.8,307,339.1
11,14,2,208,215.5,217.7,241.9,288.6
12,15,0,127,420,237.2,410.3,474.3
13,15,0,149,305,315.5,289,403.9
14,13,1,190,242,177.3,278.5,315.6
15,15,0,206,212,194.5,247.5,291.9
16,15,3,174,337,192.6,289.3,344.6
17,15,1,197,252,152.8,267.9,303.9
18,15,0,184,305,178.9,275.8,325.3
19,15,1,99,441,379.7,499.6,604.5
20,10,3,157,318.5,178.7,348.2,381.8
21,15,0,162,193,371.6,246.7,370.8
22,15,0,87,388,691.1,394.2,690.8
23,14,1,205,247,160.8,253.5,292
24,12,2,216,229,138.1,245,277.4
25,15,0,193,292,121.9,288.8,310.5
26,13,1,245,230,71.6,236.5,244.9
27,15,0,206,243,183.8,251.1,291.7
28,15,0,262,216,89.6,212.4,228.7
29,14,2,183,252.5,182,288.3,327.1
30,14,2,183,252.5,182,288.3,327.1
31,15,3,94,452,568.9,480.6,637.4
32,12,4,69,421.5,898.1,563.8,868.8
33,15,0,194,242,190.1,263.5,308.6
34,15,0,233,228,154.9,228.8,257.9
35,12,5,280,202,100.9,186.8,214.1
36,15,0,185,209,283,246.2,324.4
37,13,1,158,261,473.3,265,380.2
38,15,0,267,226,86,209.7,224.5
39,15,0,267,226,86,209.7,224.5
40,15,0,267,226,86,209.7,224.5
41,15,0,195,233,241.1,246.8,307.6
42,11,3,80,319,766.7,487.2,746.3
43,15,0,90,593,423.6,554.8,670.1
44,15,0,258,211,85.7,219.6,232.7
45,14,2,148,345.5,242,354.6,404.2
46,15,0,199,240,185.1,266.8,302.1
47,15,1,255,213,121.3,201.1,235
48,12,2,219,246.5,142.7,246.9,274.1
49,15,0,192,252,221,260.8,311.9
50,12,2,174,306.5,146.1,313.7,344.9
51,15,0,184,307,142.5,301.1,326
52,15,0,214,240,148,247.6,279.9
53,15,1,145,296,380.8,332.5,413.1
54,15,0,94,440,403.8,510.9,636.3
55,15,0,137,379,264.5,366.1,437.1
56,15,2,192,312,98,297.1,312.1
57,15,0,251,255,50.5,233.4,239.3
58,11,5,89,407,605.2,444.3,677.5
59,14,4,174,277.5,245.3,273,344
60,15,0,239,234,142.9,217.7,250.6
61,13,1,196,198,350.1,211.5,306.8
62,17,2,144,240,375.2,291.6,416
63,15,0,302,188,159,155.2,198.5
64,15,0,301,202,99.7,176.9,199.4
65,15,0,149,241,401.3,260.6,401.4
66,14,0,255,201.5,90.6,222.3,234.9
67,15,0,241,212,120.8,224.2,248.7
68,15,0,201,256,110.8,280.5,297.9
69,15,2,329,181,46.4,176.8,182.6
70,13,2,158,337,123.2,358.3,379.8
71,15,0,195,259,180.4,271.1,307
72,14,5,272,196.5,65.4,213.8,220.8
73,12,3,277,122,184.2,170.6,216.9
74,15,0,204,233,146.2,264.5,294.1
75,15,0,279,189,130.3,193.9,215
76,14,2,207,257.5,141.2,257.4,290.1
